order_id,customer_id,order_date,status,payment_method,total_amount,shipping_days
ORD001529,C1920,2022-03-10,Returned,UPI,10469.97,
ORD001530,C0051,2024-03-16,Delivered,Debit Card,9304.08,10.0
ORD001531,C1470,2023-05-02,Delivered,Credit Card,9155.43,6.0
ORD001532,C0049,2022-12-22,Delivered,Wallet,10456.68,8.0
ORD001533,C0395,2022-10-15,Delivered,Debit Card,7491.5,9.0
ORD001534,C1749,2023-09-13,Delivered,Net Banking,7766.33,4.0
ORD001535,C1287,2024-04-25,Delivered,Credit Card,3299.48,7.0
ORD001536,C0437,2022-02-11,Delivered,Net Banking,10056.15,9.0
ORD001537,C0388,2023-10-11,Delivered,Wallet,7052.39,3.0
ORD001538,C1814,2024-04-03,Delivered,Wallet,14648.64,7.0
ORD001539,C1560,2023-06-11,Delivered,Credit Card,12777.26,2.0
ORD001540,C0634,2023-04-01,Delivered,Net Banking,4220.82,8.0
ORD001541,C0175,2023-11-15,Delivered,UPI,1761.32,10.0
ORD001542,C0201,2022-12-19,Delivered,Net Banking,9206.32,3.0
ORD001543,C1816,2024-03-23,Delivered,Wallet,8923.12,10.0
ORD001544,C1163,2022-09-08,Delivered,Net Banking,6393.86,5.0
ORD001545,C1398,2022-06-24,Pending,Net Banking,1772.06,
ORD001546,C1973,2024-07-22,Delivered,UPI,5860.76,7.0
ORD001547,C1962,2024-08-06,Returned,Debit Card,9325.51,
ORD001548,C0066,2024-11-06,Delivered,Debit Card,2796.54,3.0
ORD001549,C1638,2022-08-15,Delivered,Net Banking,2119.15,4.0
ORD001550,C1467,2024-05-24,Delivered,Credit Card,9424.46,9.0
ORD001551,C0605,2022-10-10,Cancelled,Credit Card,17820.73,
ORD001552,C1402,2022-12-30,Delivered,Credit Card,3188.22,9.0
ORD001553,C0236,2022-11-13,Returned,Net Banking,5416.72,
ORD001554,C0022,2022-08-20,Cancelled,Debit Card,9376.64,
ORD001555,C1372,2023-07-11,Delivered,Net Banking,3272.82,10.0
ORD001556,C0290,2022-03-03,Delivered,UPI,18519.5,6.0
ORD001557,C0571,2023-06-02,Delivered,Net Banking,5648.54,5.0
ORD001558,C1189,2024-08-08,Delivered,UPI,922.82,9.0
ORD001559,C0057,2022-07-24,Returned,Wallet,4352.61,
ORD001560,C0266,2023-08-29,Cancelled,Credit Card,1830.15,
ORD001561,C1340,2024-04-15,Delivered,Wallet,10810.24,4.0
ORD001562,C0934,2024-06-30,Delivered,UPI,4611.24,4.0
ORD001563,C1221,2024-01-16,Returned,UPI,633.89,
ORD001564,C1590,2022-11-22,Delivered,Net Banking,8364.33,5.0
ORD001565,C1089,2022-10-28,Returned,UPI,1337.16,
ORD001566,C1644,2024-12-28,Delivered,UPI,11042.99,6.0
ORD001567,C1222,2023-01-06,Delivered,Net Banking,3130.95,6.0
ORD001568,C0912,2022-09-11,Delivered,Credit Card,10183.1,2.0
ORD001569,C0797,2022-01-01,Delivered,Wallet,8401.74,4.0
ORD001570,C0558,2024-07-28,Delivered,Wallet,7962.94,10.0
ORD001571,C1547,2024-09-08,Delivered,Wallet,13475.27,10.0
ORD001572,C1049,2024-03-23,Delivered,Wallet,16604.74,5.0
ORD001573,C1602,2022-05-22,Delivered,Debit Card,4562.11,7.0
ORD001574,C1312,2022-06-25,Returned,UPI,2926.66,
ORD001575,C0511,2022-06-24,Delivered,Wallet,10007.24,2.0
ORD001576,C0775,2024-09-03,Delivered,Debit Card,12438.72,6.0
ORD001577,C1347,2022-01-14,Delivered,Debit Card,1038.54,3.0
ORD001578,C0391,2022-04-12,Delivered,Debit Card,15975.15,7.0
ORD001579,C0646,2023-02-05,Delivered,UPI,3629.41,10.0
ORD001580,C0923,2022-11-16,Delivered,Wallet,4411.34,6.0
ORD001581,C1815,2022-03-10,Delivered,Net Banking,18746.32,5.0
ORD001582,C0544,2024-01-09,Delivered,UPI,4893.75,1.0
ORD001583,C0897,2024-04-09,Delivered,Wallet,191.29,4.0
ORD001584,C1344,2022-02-24,Delivered,UPI,7791.02,6.0
ORD001585,C0664,2023-11-28,Pending,Debit Card,10249.33,
ORD001586,C1181,2022-05-07,Delivered,Debit Card,4375.16,7.0
ORD001587,C1823,2022-02-05,Delivered,Credit Card,1858.08,7.0
ORD001588,C0214,2024-07-26,Delivered,Wallet,6350.55,8.0
ORD001589,C1832,2022-03-25,Delivered,Wallet,1983.1,4.0
ORD001590,C1405,2023-05-02,Delivered,UPI,1793.51,4.0
ORD001591,C0051,2024-09-10,Delivered,Credit Card,1091.15,1.0
ORD001592,C1839,2022-10-14,Pending,Debit Card,7898.7,
ORD001593,C0930,2022-04-21,Delivered,Debit Card,9426.85,3.0
ORD001594,C0326,2024-11-27,Delivered,Wallet,2691.95,9.0
ORD001595,C0109,2022-05-30,Delivered,Net Banking,6868.41,1.0
ORD001596,C1325,2024-05-23,Delivered,Net Banking,7827.32,8.0
ORD001597,C1122,2023-06-19,Delivered,Wallet,668.46,5.0
ORD001598,C0854,2023-10-14,Delivered,Credit Card,6499.8,10.0
ORD001599,C0280,2022-09-20,Delivered,UPI,6200.44,4.0
ORD001600,C1773,2022-09-10,Cancelled,Net Banking,806.53,
ORD001601,C1493,2024-03-25,Delivered,Debit Card,13498.34,5.0
ORD001602,C0274,2022-10-13,Delivered,Wallet,2187.43,5.0
ORD001603,C1140,2022-02-10,Delivered,UPI,8079.43,1.0
ORD001604,C0584,2022-04-26,Delivered,Debit Card,5813.6,5.0
ORD001605,C0845,2022-06-20,Delivered,Wallet,1219.69,1.0
ORD001606,C0105,2022-12-13,Delivered,Debit Card,7980.43,4.0
ORD001607,C1441,2022-12-26,Delivered,Debit Card,1082.97,10.0
ORD001608,C1846,2022-08-29,Returned,UPI,6303.17,
ORD001609,C1703,2022-12-09,Delivered,Debit Card,2427.64,8.0
ORD001610,C0598,2022-03-22,Delivered,Net Banking,11809.65,10.0
ORD001611,C1580,2024-07-05,Cancelled,Wallet,8095.57,
ORD001612,C0611,2024-03-11,Delivered,UPI,6633.13,1.0
ORD001613,C1157,2024-06-13,Delivered,Net Banking,3738.85,10.0
ORD001614,C0224,2022-07-19,Delivered,Wallet,1400.07,6.0
ORD001615,C1640,2022-12-21,Delivered,Net Banking,3447.73,9.0
ORD001616,C1249,2023-10-21,Delivered,Credit Card,15697.03,3.0
ORD001617,C0303,2024-05-07,Pending,Wallet,6047.88,
ORD001618,C1782,2022-09-05,Delivered,Net Banking,15462.34,9.0
ORD001619,C1882,2023-06-01,Delivered,Wallet,9820.74,3.0
ORD001620,C0868,2024-07-02,Delivered,Credit Card,9189.77,4.0
ORD001621,C0569,2022-01-03,Delivered,Credit Card,2242.86,6.0
ORD001622,C1972,2024-06-09,Delivered,Debit Card,570.56,9.0
ORD001623,C1235,2022-02-25,Delivered,Wallet,290.81,5.0
ORD001624,C1614,2022-05-31,Cancelled,Debit Card,8590.61,
ORD001625,C1437,2023-05-07,Delivered,UPI,1064.68,10.0
ORD001626,C0517,2022-09-23,Delivered,Credit Card,1897.48,3.0
ORD001627,C1448,2022-03-08,Delivered,Debit Card,11309.7,5.0
ORD001628,C0611,2024-07-24,Delivered,Debit Card,780.4,9.0
ORD001629,C1852,2024-09-26,Delivered,Credit Card,22882.92,3.0
ORD001630,C1288,2024-12-05,Delivered,Credit Card,2450.15,6.0
ORD001631,C1709,2023-07-13,Delivered,Debit Card,5809.75,3.0
ORD001632,C1669,2024-07-31,Delivered,Credit Card,2458.67,4.0
ORD001633,C1777,2024-06-04,Delivered,Debit Card,16468.44,9.0
ORD001634,C0948,2024-02-15,Returned,Net Banking,3950.34,
ORD001635,C0920,2023-04-09,Cancelled,UPI,9861.41,
ORD001636,C1666,2024-01-25,Delivered,UPI,8141.4,4.0
ORD001637,C0696,2024-12-22,Delivered,UPI,7622.87,8.0
ORD001638,C1890,2022-02-16,Delivered,Debit Card,5453.26,10.0
ORD001639,C1630,2024-07-10,Pending,Net Banking,14179.38,
ORD001640,C0477,2024-12-16,Cancelled,Debit Card,13528.54,
ORD001641,C1278,2022-05-25,Delivered,Net Banking,10293.09,1.0
ORD001642,C0022,2022-12-04,Returned,Credit Card,13333.81,
ORD001643,C0264,2022-01-25,Delivered,Wallet,1647.46,8.0
ORD001644,C0187,2022-07-12,Delivered,Wallet,4307.87,2.0
ORD001645,C0079,2022-10-04,Delivered,Debit Card,2816.05,8.0
ORD001646,C0574,2022-04-12,Delivered,UPI,10818.35,7.0
ORD001647,C0750,2024-06-02,Delivered,Debit Card,14737.71,7.0
ORD001648,C0275,2022-10-16,Returned,UPI,800.39,
ORD001649,C1793,2022-05-27,Returned,Debit Card,2418.58,
ORD001650,C1413,2023-10-03,Delivered,Credit Card,2785.68,7.0
ORD001651,C1332,2022-06-10,Delivered,UPI,152.39,8.0
ORD001652,C0605,2023-08-29,Delivered,UPI,8236.95,8.0
ORD001653,C0415,2022-02-22,Delivered,Debit Card,7101.65,10.0
ORD001654,C0411,2024-06-12,Delivered,Credit Card,3301.22,6.0
ORD001655,C1472,2022-12-04,Delivered,UPI,3640.8,8.0
ORD001656,C1245,2022-05-10,Cancelled,UPI,1860.55,
ORD001657,C0620,2024-04-12,Delivered,Credit Card,1404.87,4.0
ORD001658,C1639,2023-09-12,Delivered,Wallet,2045.61,7.0
ORD001659,C1418,2022-12-27,Delivered,Debit Card,10190.08,10.0
ORD001660,C0177,2023-02-22,Delivered,UPI,9924.0,3.0
ORD001661,C0386,2022-03-01,Delivered,Net Banking,4948.16,8.0
ORD001662,C0111,2023-09-08,Delivered,Debit Card,647.08,9.0
ORD001663,C1848,2022-07-08,Cancelled,UPI,6139.79,
ORD001664,C1214,2022-07-08,Delivered,Net Banking,12422.99,3.0
ORD001665,C0464,2022-02-08,Pending,Credit Card,3994.73,
ORD001666,C1955,2023-01-20,Returned,Debit Card,17527.65,
ORD001667,C1569,2022-05-07,Delivered,Credit Card,4292.59,1.0
ORD001668,C1188,2024-10-11,Cancelled,Debit Card,201.1,
ORD001669,C0512,2022-04-04,Delivered,Wallet,6634.44,8.0
ORD001670,C0601,2022-05-27,Returned,Wallet,16330.58,
ORD001671,C1937,2022-06-22,Delivered,Debit Card,5290.49,5.0
ORD001672,C1064,2022-03-26,Returned,Wallet,6660.51,
ORD001673,C1723,2022-11-22,Returned,Net Banking,5373.76,
ORD001674,C0746,2024-11-28,Returned,Credit Card,4755.63,
ORD001675,C0267,2022-01-20,Returned,Credit Card,4669.38,
ORD001676,C1051,2022-07-31,Delivered,UPI,3043.09,8.0
ORD001677,C0366,2022-08-19,Delivered,Credit Card,6384.66,4.0
ORD001678,C1798,2022-07-12,Delivered,Credit Card,3482.49,6.0
ORD001679,C0700,2023-11-27,Delivered,Debit Card,5355.09,8.0
ORD001680,C0926,2022-07-03,Delivered,UPI,5925.94,7.0
ORD001681,C1614,2022-08-06,Delivered,Credit Card,1110.44,2.0
ORD001682,C1231,2024-04-27,Pending,Net Banking,5163.44,
ORD001683,C1858,2023-07-01,Delivered,Credit Card,3463.78,10.0
ORD001684,C0666,2022-12-14,Returned,Net Banking,6175.05,
ORD001685,C1646,2023-06-16,Delivered,UPI,4426.12,9.0
ORD001686,C0558,2023-01-22,Returned,Debit Card,5334.15,
ORD001687,C1217,2023-12-29,Cancelled,UPI,5673.34,
ORD001688,C1731,2022-08-11,Delivered,Credit Card,2673.65,8.0
ORD001689,C0420,2023-07-09,Delivered,Debit Card,5452.58,9.0
ORD001690,C0467,2022-11-29,Delivered,UPI,13544.42,8.0
ORD001691,C0830,2022-06-03,Delivered,UPI,317.69,3.0
ORD001692,C1282,2023-05-18,Delivered,Net Banking,7671.67,8.0
ORD001693,C1176,2022-09-13,Delivered,Net Banking,5706.84,8.0
ORD001694,C0197,2022-06-19,Delivered,Credit Card,9831.32,8.0
ORD001695,C1491,2022-09-05,Delivered,Net Banking,1851.2,5.0
ORD001696,C0522,2024-02-21,Delivered,Wallet,3681.78,8.0
ORD001697,C0744,2022-06-05,Delivered,Debit Card,4060.21,4.0
ORD001698,C1018,2024-09-15,Delivered,UPI,3177.15,2.0
ORD001699,C0322,2022-06-27,Pending,Debit Card,14598.45,
ORD001700,C1125,2023-03-17,Delivered,Wallet,10360.71,1.0
ORD001701,C0916,2022-01-24,Pending,Net Banking,6317.55,
ORD001702,C1539,2022-10-24,Delivered,Wallet,5367.17,4.0
ORD001703,C0560,2022-09-16,Delivered,UPI,6617.0,1.0
ORD001704,C1746,2024-08-30,Delivered,Credit Card,13202.65,10.0
ORD001705,C1045,2022-03-24,Delivered,Net Banking,10251.34,10.0
ORD001706,C0463,2022-01-30,Delivered,Debit Card,3616.29,4.0
ORD001707,C0021,2022-11-10,Delivered,Credit Card,1492.47,7.0
ORD001708,C0466,2023-11-18,Delivered,Debit Card,4588.21,5.0
ORD001709,C0953,2024-03-29,Delivered,Net Banking,11118.21,10.0
ORD001710,C1907,2023-03-04,Delivered,Wallet,9514.15,6.0
ORD001711,C1428,2022-07-24,Delivered,Debit Card,6730.86,3.0
ORD001712,C0691,2023-03-02,Delivered,Net Banking,1054.7,1.0
ORD001713,C0015,2022-10-06,Returned,UPI,6448.15,
ORD001714,C0817,2022-06-18,Delivered,Wallet,4082.92,9.0
ORD001715,C1641,2024-02-01,Delivered,Net Banking,996.93,9.0
ORD001716,C0034,2024-03-01,Pending,Wallet,11616.22,
ORD001717,C1622,2023-04-01,Delivered,UPI,8609.15,10.0
ORD001718,C0419,2023-06-23,Delivered,Net Banking,3040.21,10.0
ORD001719,C1865,2024-08-17,Pending,Credit Card,14701.12,
ORD001720,C0812,2024-06-11,Delivered,Wallet,8399.53,10.0
ORD001721,C0734,2022-07-02,Delivered,Debit Card,896.48,8.0
ORD001722,C0781,2022-12-12,Delivered,Net Banking,9354.94,5.0
ORD001723,C0422,2024-04-29,Delivered,UPI,3302.13,7.0
ORD001724,C0742,2024-06-10,Delivered,Credit Card,5655.78,1.0
ORD001725,C1357,2022-10-27,Delivered,Debit Card,12319.5,5.0
ORD001726,C1881,2022-09-16,Delivered,Wallet,6941.58,7.0
ORD001727,C0812,2022-02-16,Delivered,UPI,6303.41,2.0
ORD001728,C0992,2024-06-01,Pending,Net Banking,3374.26,
ORD001729,C0600,2024-01-20,Returned,Wallet,12751.33,
ORD001730,C1807,2022-04-27,Delivered,Net Banking,5100.63,9.0
ORD001731,C1637,2023-09-13,Delivered,Wallet,16024.92,4.0
ORD001732,C1031,2022-03-25,Delivered,Debit Card,8055.58,6.0
ORD001733,C0515,2024-12-18,Delivered,Wallet,8246.92,1.0
ORD001734,C0430,2022-06-19,Delivered,Net Banking,2999.83,5.0
ORD001735,C0904,2023-07-20,Delivered,Net Banking,16431.27,6.0
ORD001736,C0720,2024-04-17,Cancelled,Debit Card,13691.22,
ORD001737,C1056,2022-06-10,Delivered,Credit Card,3506.91,2.0
ORD001738,C0378,2023-08-26,Delivered,Wallet,2389.77,10.0
ORD001739,C1579,2022-10-24,Delivered,UPI,841.98,1.0
ORD001740,C1797,2023-12-31,Delivered,Net Banking,1393.69,2.0
ORD001741,C0990,2022-01-04,Returned,Debit Card,11093.48,
ORD001742,C0573,2023-12-24,Delivered,Debit Card,3807.41,8.0
ORD001743,C1788,2022-05-30,Delivered,Debit Card,9212.46,7.0
ORD001744,C1616,2022-03-09,Delivered,Wallet,676.82,6.0
ORD001745,C1932,2022-05-31,Delivered,Debit Card,6814.97,4.0
ORD001746,C1792,2022-12-14,Delivered,UPI,14443.08,10.0
ORD001747,C0882,2024-10-31,Delivered,Debit Card,11200.81,7.0
ORD001748,C0013,2022-09-23,Delivered,Wallet,3686.0,1.0
ORD001749,C0519,2023-06-07,Delivered,Net Banking,10732.43,1.0
ORD001750,C1210,2023-11-12,Delivered,UPI,7783.96,2.0
ORD001751,C0625,2022-03-15,Delivered,Credit Card,14527.72,7.0
ORD001752,C1922,2023-08-09,Delivered,Net Banking,11544.24,3.0
ORD001753,C1247,2022-08-17,Delivered,Wallet,9758.27,7.0
ORD001754,C0990,2022-11-30,Delivered,Debit Card,7052.93,8.0
ORD001755,C1528,2022-09-09,Pending,Debit Card,6250.04,
ORD001756,C0661,2022-10-31,Returned,Wallet,5978.9,
ORD001757,C1716,2023-09-25,Cancelled,Credit Card,6448.09,
ORD001758,C0386,2022-03-02,Delivered,Wallet,6210.85,5.0
ORD001759,C1877,2023-06-13,Delivered,Wallet,785.36,8.0
ORD001760,C1049,2023-04-01,Delivered,Credit Card,7492.85,7.0
ORD001761,C1906,2024-12-23,Delivered,Credit Card,3273.92,1.0
ORD001762,C1647,2024-02-24,Returned,Wallet,8099.88,
ORD001763,C1546,2022-08-11,Delivered,UPI,1778.76,3.0
ORD001764,C0855,2023-03-13,Delivered,UPI,9055.76,3.0
ORD001765,C0263,2023-10-22,Delivered,UPI,2995.53,1.0
ORD001766,C0512,2022-05-09,Delivered,Net Banking,10296.34,7.0
ORD001767,C0778,2024-02-15,Delivered,Net Banking,2194.01,5.0
ORD001768,C0658,2024-10-22,Delivered,Debit Card,9498.68,7.0
ORD001769,C0263,2022-07-15,Delivered,Credit Card,1533.58,5.0
ORD001770,C1619,2022-05-15,Delivered,UPI,2207.06,6.0
ORD001771,C0292,2024-02-22,Delivered,Credit Card,7585.09,6.0
ORD001772,C0465,2023-04-11,Returned,Net Banking,5092.23,
ORD001773,C0059,2022-07-08,Cancelled,UPI,2042.71,
ORD001774,C0464,2022-05-31,Cancelled,Net Banking,9801.37,
ORD001775,C1049,2024-04-06,Returned,Wallet,1646.38,
ORD001776,C0315,2022-09-13,Delivered,Debit Card,11399.66,10.0
ORD001777,C0659,2022-05-16,Delivered,Net Banking,13139.09,5.0
ORD001778,C0014,2024-07-29,Delivered,UPI,3798.15,7.0
ORD001779,C0026,2022-01-08,Delivered,Wallet,7399.71,7.0
ORD001780,C1772,2022-12-04,Returned,UPI,10074.06,
ORD001781,C1319,2022-10-28,Delivered,Debit Card,15230.82,5.0
ORD001782,C1339,2023-06-26,Cancelled,Wallet,6482.38,
ORD001783,C1348,2022-06-08,Delivered,Credit Card,6445.38,5.0
ORD001784,C1146,2023-04-07,Delivered,Wallet,14733.22,4.0
ORD001785,C1024,2023-02-09,Delivered,Net Banking,2863.84,6.0
ORD001786,C1181,2024-10-13,Cancelled,UPI,7460.75,
ORD001787,C1164,2023-03-06,Delivered,Credit Card,4112.61,10.0
ORD001788,C0709,2023-03-27,Delivered,Credit Card,10402.96,1.0
ORD001789,C0193,2022-06-03,Delivered,Wallet,839.4,1.0
ORD001790,C0631,2023-08-03,Delivered,UPI,5733.77,10.0
ORD001791,C1237,2022-01-07,Delivered,Net Banking,1962.43,5.0
ORD001792,C1691,2024-07-31,Delivered,Wallet,13345.18,7.0
ORD001793,C0243,2022-04-03,Delivered,Credit Card,1987.44,6.0
ORD001794,C1043,2024-03-03,Delivered,Credit Card,14398.93,2.0
ORD001795,C1396,2023-11-19,Delivered,Wallet,8527.21,7.0
ORD001796,C1041,2023-11-28,Delivered,UPI,13882.96,9.0
ORD001797,C0776,2022-09-03,Delivered,UPI,10824.35,10.0
ORD001798,C0807,2022-05-16,Delivered,Debit Card,2688.06,5.0
ORD001799,C1749,2024-06-26,Delivered,Credit Card,13808.28,9.0
ORD001800,C1485,2023-07-13,Delivered,Debit Card,7379.7,4.0
ORD001801,C1494,2022-10-01,Cancelled,Wallet,4728.35,
ORD001802,C0088,2023-07-21,Delivered,Credit Card,766.47,5.0
ORD001803,C0179,2022-06-30,Delivered,UPI,1698.92,1.0
ORD001804,C0644,2022-02-22,Delivered,Debit Card,3655.91,9.0
ORD001805,C0926,2024-06-03,Delivered,Net Banking,4401.5,7.0
ORD001806,C1527,2022-03-18,Delivered,UPI,10428.27,10.0
ORD001807,C0301,2022-04-20,Delivered,UPI,13894.57,10.0
ORD001808,C1805,2024-08-03,Delivered,UPI,4470.36,5.0
ORD001809,C1446,2024-08-26,Delivered,Credit Card,23617.81,9.0
ORD001810,C1394,2022-09-03,Delivered,Debit Card,5094.69,4.0
ORD001811,C1008,2022-08-25,Delivered,Wallet,6224.87,8.0
ORD001812,C0019,2022-06-21,Delivered,Wallet,7720.68,4.0
ORD001813,C1560,2023-09-10,Delivered,Credit Card,12603.87,5.0
ORD001814,C1798,2022-05-15,Delivered,Credit Card,8609.52,7.0
ORD001815,C1009,2024-11-29,Delivered,Debit Card,6487.41,1.0
ORD001816,C0945,2024-02-01,Pending,Debit Card,8490.35,
ORD001817,C0044,2022-11-04,Delivered,Credit Card,7978.4,8.0
ORD001818,C1224,2022-08-29,Delivered,Wallet,4814.35,6.0
ORD001819,C0441,2022-02-17,Delivered,Credit Card,11448.36,1.0
ORD001820,C1161,2023-05-02,Delivered,Net Banking,3049.05,4.0
ORD001821,C1875,2024-11-23,Delivered,UPI,5559.21,4.0
ORD001822,C1078,2022-08-03,Delivered,UPI,10395.41,3.0
ORD001823,C1202,2022-07-01,Delivered,UPI,3103.16,6.0
ORD001824,C1325,2024-08-14,Delivered,UPI,8569.73,9.0
ORD001825,C0929,2024-03-04,Delivered,UPI,98.62,9.0
ORD001826,C1136,2023-07-31,Delivered,UPI,11663.5,6.0
ORD001827,C1606,2023-12-23,Delivered,Net Banking,12297.79,5.0
ORD001828,C0763,2022-10-22,Pending,UPI,8402.23,
ORD001829,C1509,2022-10-28,Returned,UPI,1494.76,
ORD001830,C1829,2024-01-16,Delivered,UPI,18124.93,6.0
ORD001831,C1201,2023-03-29,Pending,Debit Card,3773.31,
ORD001832,C1006,2022-10-30,Delivered,Credit Card,7546.12,1.0
ORD001833,C0695,2023-08-03,Delivered,Debit Card,6695.66,2.0
ORD001834,C0869,2022-10-13,Delivered,Credit Card,8655.7,9.0
ORD001835,C1681,2022-11-10,Returned,Credit Card,8113.56,
ORD001836,C0971,2022-02-15,Delivered,Debit Card,7202.93,7.0
ORD001837,C1139,2022-07-16,Delivered,Net Banking,1580.14,1.0
ORD001838,C1073,2022-10-22,Delivered,Credit Card,8997.56,1.0
ORD001839,C1252,2022-12-29,Cancelled,Credit Card,6841.47,
ORD001840,C1364,2023-04-29,Delivered,UPI,10546.75,3.0
ORD001841,C1514,2022-01-05,Delivered,Wallet,19143.35,4.0
ORD001842,C1570,2022-12-17,Delivered,Wallet,10823.98,8.0
ORD001843,C0909,2023-09-12,Delivered,Wallet,8172.4,4.0
ORD001844,C1625,2023-11-17,Delivered,Debit Card,8949.78,4.0
ORD001845,C1260,2023-07-26,Cancelled,Wallet,392.92,
ORD001846,C1555,2022-01-23,Delivered,Wallet,3775.13,8.0
ORD001847,C0282,2023-01-16,Delivered,Net Banking,3506.84,9.0
ORD001848,C1585,2023-07-07,Delivered,Net Banking,161.6,8.0
ORD001849,C1884,2023-09-09,Cancelled,Net Banking,17747.63,
ORD001850,C1029,2022-07-17,Delivered,Debit Card,7690.19,8.0
ORD001851,C0075,2024-01-23,Delivered,Wallet,6419.51,7.0
ORD001852,C0908,2023-05-28,Returned,Net Banking,5936.42,
ORD001853,C0767,2022-11-18,Returned,Wallet,2645.26,
ORD001854,C0655,2022-04-12,Returned,Debit Card,10395.9,
ORD001855,C0425,2022-04-15,Cancelled,UPI,9615.25,
ORD001856,C1189,2024-04-12,Delivered,Credit Card,15160.4,5.0
ORD001857,C0442,2023-10-11,Delivered,Debit Card,9387.51,2.0
ORD001858,C0823,2024-07-22,Delivered,Debit Card,2665.61,2.0
ORD001859,C1249,2022-09-16,Returned,Net Banking,12454.16,
ORD001860,C1983,2023-12-30,Delivered,Debit Card,8270.54,1.0
ORD001861,C1382,2022-05-04,Delivered,Credit Card,5708.22,7.0
ORD001862,C1186,2022-01-06,Delivered,Wallet,2615.07,4.0
ORD001863,C1660,2022-04-03,Delivered,UPI,3090.17,5.0
ORD001864,C1085,2023-08-01,Delivered,UPI,8051.79,7.0
ORD001865,C1536,2022-09-28,Pending,UPI,1511.06,
ORD001866,C1115,2022-09-16,Cancelled,Debit Card,968.3,
ORD001867,C0390,2022-05-26,Delivered,Credit Card,8741.09,1.0
ORD001868,C1184,2023-08-01,Delivered,Net Banking,4451.92,1.0
ORD001869,C1311,2022-10-28,Delivered,UPI,484.57,8.0
ORD001870,C0126,2022-02-26,Delivered,Wallet,9237.42,6.0
ORD001871,C0780,2024-12-19,Returned,UPI,2078.24,
ORD001872,C0076,2022-07-01,Delivered,Credit Card,9170.5,8.0
ORD001873,C1206,2022-04-19,Delivered,UPI,3916.32,10.0
ORD001874,C0415,2024-01-25,Returned,Debit Card,12881.85,
ORD001875,C0922,2022-08-15,Delivered,Credit Card,7814.48,10.0
ORD001876,C1330,2022-05-20,Delivered,Wallet,9376.06,8.0
ORD001877,C0953,2024-10-02,Delivered,Wallet,7490.36,7.0
ORD001878,C0627,2024-06-07,Delivered,UPI,2218.7,10.0
ORD001879,C0742,2024-03-10,Delivered,Credit Card,8575.29,7.0
ORD001880,C0957,2023-06-29,Delivered,Wallet,8297.86,4.0
ORD001881,C0766,2023-11-14,Delivered,Net Banking,15076.88,5.0
ORD001882,C0873,2022-11-24,Returned,Net Banking,6745.55,
ORD001883,C1141,2023-03-20,Delivered,Wallet,5109.69,8.0
ORD001884,C0766,2023-04-21,Delivered,UPI,3197.61,9.0
ORD001885,C1959,2024-10-02,Delivered,UPI,5824.69,2.0
ORD001886,C0926,2023-04-18,Delivered,Net Banking,10560.29,6.0
ORD001887,C1714,2022-11-26,Delivered,Net Banking,2083.31,8.0
ORD001888,C1600,2022-10-16,Delivered,Debit Card,375.48,5.0
ORD001889,C0434,2023-09-11,Delivered,Debit Card,4692.71,8.0
ORD001890,C0324,2022-04-13,Pending,Net Banking,5795.45,
ORD001891,C1823,2024-08-01,Delivered,Net Banking,4352.64,10.0
ORD001892,C1555,2023-07-12,Delivered,Credit Card,3400.84,1.0
ORD001893,C0615,2022-10-26,Returned,Wallet,4307.81,
ORD001894,C0852,2022-08-21,Delivered,UPI,5907.32,9.0
ORD001895,C1819,2022-06-08,Delivered,Credit Card,4689.5,4.0
ORD001896,C0614,2022-08-23,Delivered,UPI,10416.31,6.0
ORD001897,C0582,2024-05-02,Delivered,Net Banking,3644.79,10.0
ORD001898,C1453,2022-12-23,Delivered,Debit Card,3678.19,5.0
ORD001899,C0470,2022-05-22,Delivered,Wallet,7723.74,6.0
ORD001900,C0222,2024-03-12,Returned,Credit Card,1114.97,
ORD001901,C1870,2022-12-16,Delivered,Credit Card,2823.99,10.0
ORD001902,C0692,2024-06-12,Delivered,Credit Card,8352.84,3.0
ORD001903,C1061,2023-11-29,Delivered,UPI,9442.78,10.0
ORD001904,C0366,2022-12-15,Delivered,Credit Card,788.57,5.0
ORD001905,C0328,2023-07-08,Delivered,Net Banking,13112.34,6.0
ORD001906,C0316,2022-01-12,Delivered,UPI,1436.69,1.0
ORD001907,C0312,2022-04-16,Cancelled,UPI,16604.66,
ORD001908,C1945,2022-07-28,Delivered,Wallet,4822.73,6.0
ORD001909,C1808,2022-10-09,Delivered,Debit Card,7582.3,5.0
ORD001910,C0375,2022-10-06,Delivered,Debit Card,10405.15,1.0
ORD001911,C0286,2023-10-04,Delivered,Net Banking,4898.84,8.0
ORD001912,C0789,2022-03-02,Returned,Wallet,13648.51,
ORD001913,C1436,2022-09-13,Pending,UPI,7067.97,
ORD001914,C1750,2022-02-07,Delivered,Net Banking,3016.63,3.0
ORD001915,C0706,2023-07-21,Delivered,Wallet,7263.96,10.0
ORD001916,C1375,2023-03-01,Delivered,Debit Card,10493.23,3.0
ORD001917,C1592,2024-07-29,Cancelled,Credit Card,7869.22,
ORD001918,C1681,2022-02-11,Delivered,Credit Card,12332.17,8.0
ORD001919,C0982,2022-07-11,Delivered,Wallet,2446.1,10.0
ORD001920,C1254,2024-03-29,Delivered,Credit Card,6546.86,4.0
