order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI007800,ORD002610,P0020,1,1383.79,0.11,1231.57
OI007801,ORD002610,P0010,4,693.88,0.0,2775.52
OI007802,ORD002611,P0028,2,653.5,0.19,1058.67
OI007803,ORD002611,P0015,3,45.95,0.11,122.69
OI007804,ORD002611,P0063,3,1975.17,0.2,4740.41
OI007805,ORD002611,P0108,4,68.15,0.27,199.0
OI007806,ORD002612,P0099,3,894.17,0.05,2548.38
OI007807,ORD002612,P0077,1,1499.97,0.2,1199.98
OI007808,ORD002612,P0019,4,105.03,0.23,323.49
OI007809,ORD002612,P0036,1,676.86,0.03,656.55
OI007810,ORD002612,P0055,1,1472.51,0.14,1266.36
OI007811,ORD002613,P0103,2,1571.88,0.23,2420.7
OI007812,ORD002613,P0007,4,219.4,0.15,745.96
OI007813,ORD002614,P0067,4,776.81,0.04,2982.95
OI007814,ORD002614,P0070,1,303.26,0.25,227.44
OI007815,ORD002614,P0054,2,761.66,0.13,1325.29
OI007816,ORD002615,P0144,1,1492.95,0.21,1179.43
OI007817,ORD002615,P0058,1,932.67,0.21,736.81
OI007818,ORD002616,P0132,2,1395.79,0.01,2763.66
OI007819,ORD002616,P0077,4,1499.97,0.17,4979.9
OI007820,ORD002617,P0067,1,776.81,0.02,761.27
OI007821,ORD002617,P0046,4,1377.83,0.08,5070.41
OI007822,ORD002617,P0031,2,610.05,0.18,1000.48
OI007823,ORD002617,P0143,2,982.37,0.03,1905.8
OI007824,ORD002617,P0032,2,1981.16,0.29,2813.25
OI007825,ORD002618,P0100,1,171.92,0.04,165.04
OI007826,ORD002618,P0002,2,775.48,0.03,1504.43
OI007827,ORD002618,P0056,1,1526.24,0.15,1297.3
OI007828,ORD002619,P0046,4,1377.83,0.26,4078.38
OI007829,ORD002619,P0063,1,1975.17,0.26,1461.63
OI007830,ORD002619,P0036,3,676.86,0.18,1665.08
OI007831,ORD002620,P0007,1,219.4,0.11,195.27
OI007832,ORD002620,P0067,2,776.81,0.26,1149.68
OI007833,ORD002621,P0148,3,55.82,0.07,155.74
OI007834,ORD002622,P0047,4,650.06,0.26,1924.18
OI007835,ORD002622,P0083,2,1520.74,0.05,2889.41
OI007836,ORD002622,P0017,1,553.77,0.02,542.69
OI007837,ORD002622,P0058,4,932.67,0.29,2648.78
OI007838,ORD002623,P0080,4,867.59,0.02,3400.95
OI007839,ORD002623,P0002,2,775.48,0.24,1178.73
OI007840,ORD002623,P0020,1,1383.79,0.28,996.33
OI007841,ORD002623,P0071,4,242.29,0.04,930.39
OI007842,ORD002623,P0100,4,171.92,0.05,653.3
OI007843,ORD002624,P0053,2,1726.23,0.11,3072.69
OI007844,ORD002624,P0090,1,951.73,0.29,675.73
OI007845,ORD002624,P0059,2,966.88,0.13,1682.37
OI007846,ORD002624,P0062,3,1941.28,0.29,4134.93
OI007847,ORD002625,P0031,3,610.05,0.2,1464.12
OI007848,ORD002625,P0125,3,1993.73,0.03,5801.75
OI007849,ORD002625,P0063,2,1975.17,0.2,3160.27
OI007850,ORD002625,P0010,1,693.88,0.18,568.98
OI007851,ORD002626,P0001,1,505.78,0.19,409.68
OI007852,ORD002626,P0123,2,300.28,0.1,540.5
OI007853,ORD002626,P0080,4,867.59,0.12,3053.92
OI007854,ORD002627,P0057,4,1079.02,0.07,4013.95
OI007855,ORD002628,P0057,3,1079.02,0.26,2395.42
OI007856,ORD002628,P0026,1,1128.49,0.21,891.51
OI007857,ORD002629,P0037,1,1026.94,0.03,996.13
OI007858,ORD002629,P0097,3,832.12,0.13,2171.83
OI007859,ORD002629,P0125,2,1993.73,0.19,3229.84
OI007860,ORD002629,P0093,3,667.21,0.12,1761.43
OI007861,ORD002630,P0093,4,667.21,0.26,1974.94
OI007862,ORD002630,P0131,3,1517.85,0.19,3688.38
OI007863,ORD002630,P0075,1,622.88,0.03,604.19
OI007864,ORD002631,P0044,1,1627.29,0.11,1448.29
OI007865,ORD002631,P0001,3,505.78,0.03,1471.82
OI007866,ORD002632,P0005,1,1455.81,0.14,1252.0
OI007867,ORD002632,P0029,3,784.48,0.04,2259.3
OI007868,ORD002632,P0125,2,1993.73,0.12,3508.96
OI007869,ORD002632,P0090,4,951.73,0.14,3273.95
OI007870,ORD002633,P0101,2,1715.63,0.2,2745.01
OI007871,ORD002634,P0109,4,567.91,0.24,1726.45
OI007872,ORD002634,P0138,2,1359.85,0.0,2719.7
OI007873,ORD002634,P0143,1,982.37,0.08,903.78
OI007874,ORD002635,P0099,2,894.17,0.09,1627.39
OI007875,ORD002635,P0087,4,131.5,0.23,405.02
OI007876,ORD002636,P0030,3,1251.58,0.07,3491.91
OI007877,ORD002636,P0150,3,973.54,0.11,2599.35
OI007878,ORD002636,P0113,3,1488.51,0.11,3974.32
OI007879,ORD002636,P0076,1,1276.0,0.01,1263.24
OI007880,ORD002637,P0079,3,1549.75,0.13,4044.85
OI007881,ORD002637,P0121,3,1081.2,0.04,3113.86
OI007882,ORD002637,P0051,4,1446.13,0.21,4569.77
OI007883,ORD002638,P0024,2,1917.9,0.08,3528.94
OI007884,ORD002638,P0010,1,693.88,0.19,562.04
OI007885,ORD002638,P0007,1,219.4,0.08,201.85
OI007886,ORD002638,P0145,4,932.71,0.2,2984.67
OI007887,ORD002639,P0002,4,775.48,0.02,3039.88
OI007888,ORD002639,P0113,4,1488.51,0.0,5954.04
OI007889,ORD002639,P0076,2,1276.0,0.11,2271.28
OI007890,ORD002639,P0029,3,784.48,0.1,2118.1
OI007891,ORD002640,P0066,4,982.36,0.13,3418.61
OI007892,ORD002640,P0024,2,1917.9,0.16,3222.07
OI007893,ORD002641,P0095,4,1739.32,0.07,6470.27
OI007894,ORD002641,P0069,4,1334.69,0.18,4377.78
OI007895,ORD002641,P0009,3,155.66,0.23,359.57
OI007896,ORD002641,P0025,3,342.42,0.17,852.63
OI007897,ORD002642,P0053,2,1726.23,0.24,2623.87
OI007898,ORD002642,P0055,4,1472.51,0.2,4712.03
OI007899,ORD002642,P0104,3,1595.67,0.13,4164.7
OI007900,ORD002642,P0027,1,1878.46,0.04,1803.32
OI007901,ORD002642,P0007,1,219.4,0.23,168.94
OI007902,ORD002643,P0123,3,300.28,0.11,801.75
OI007903,ORD002643,P0097,3,832.12,0.27,1822.34
OI007904,ORD002643,P0067,3,776.81,0.28,1677.91
OI007905,ORD002643,P0119,1,646.09,0.22,503.95
OI007906,ORD002644,P0147,2,252.88,0.11,450.13
OI007907,ORD002644,P0149,1,1390.51,0.26,1028.98
OI007908,ORD002645,P0003,2,793.17,0.16,1332.53
OI007909,ORD002646,P0040,2,129.25,0.06,242.99
OI007910,ORD002646,P0083,4,1520.74,0.1,5474.66
OI007911,ORD002646,P0086,1,69.04,0.16,57.99
OI007912,ORD002646,P0037,1,1026.94,0.26,759.94
OI007913,ORD002646,P0003,1,793.17,0.23,610.74
OI007914,ORD002647,P0011,4,31.37,0.07,116.7
OI007915,ORD002647,P0087,1,131.5,0.22,102.57
OI007916,ORD002647,P0050,2,1019.77,0.24,1550.05
OI007917,ORD002647,P0004,2,1766.29,0.17,2932.04
OI007918,ORD002647,P0111,3,1593.13,0.01,4731.6
OI007919,ORD002648,P0103,1,1571.88,0.22,1226.07
OI007920,ORD002648,P0037,3,1026.94,0.0,3080.82
OI007921,ORD002648,P0017,4,553.77,0.26,1639.16
OI007922,ORD002648,P0149,4,1390.51,0.01,5506.42
OI007923,ORD002649,P0072,1,1415.08,0.27,1033.01
OI007924,ORD002649,P0007,2,219.4,0.15,372.98
OI007925,ORD002649,P0112,4,1848.46,0.14,6358.7
OI007926,ORD002650,P0096,4,909.32,0.18,2982.57
OI007927,ORD002650,P0106,4,1328.66,0.19,4304.86
OI007928,ORD002650,P0127,4,1657.49,0.05,6298.46
OI007929,ORD002651,P0043,2,1576.07,0.15,2679.32
OI007930,ORD002651,P0068,1,78.67,0.06,73.95
OI007931,ORD002652,P0105,1,938.94,0.28,676.04
OI007932,ORD002652,P0104,3,1595.67,0.02,4691.27
OI007933,ORD002652,P0083,2,1520.74,0.09,2767.75
OI007934,ORD002653,P0039,4,480.43,0.12,1691.11
OI007935,ORD002653,P0148,1,55.82,0.19,45.21
OI007936,ORD002654,P0150,1,973.54,0.14,837.24
OI007937,ORD002655,P0061,2,1453.44,0.13,2528.99
OI007938,ORD002655,P0110,2,254.97,0.14,438.55
OI007939,ORD002656,P0135,3,1312.72,0.06,3701.87
OI007940,ORD002657,P0112,2,1848.46,0.12,3253.29
OI007941,ORD002658,P0098,2,1271.22,0.08,2339.04
OI007942,ORD002658,P0044,4,1627.29,0.27,4751.69
OI007943,ORD002658,P0007,2,219.4,0.22,342.26
OI007944,ORD002658,P0114,3,879.55,0.04,2533.1
OI007945,ORD002659,P0079,1,1549.75,0.23,1193.31
OI007946,ORD002659,P0116,3,1491.79,0.18,3669.8
OI007947,ORD002659,P0050,4,1019.77,0.12,3589.59
OI007948,ORD002659,P0017,4,553.77,0.19,1794.21
OI007949,ORD002660,P0069,1,1334.69,0.09,1214.57
OI007950,ORD002660,P0058,3,932.67,0.14,2406.29
OI007951,ORD002660,P0141,1,1303.69,0.12,1147.25
OI007952,ORD002660,P0050,4,1019.77,0.0,4079.08
OI007953,ORD002660,P0012,1,1343.89,0.27,981.04
OI007954,ORD002661,P0073,2,1753.25,0.17,2910.39
OI007955,ORD002661,P0103,2,1571.88,0.13,2735.07
OI007956,ORD002662,P0140,4,1948.58,0.07,7248.72
OI007957,ORD002663,P0068,2,78.67,0.21,124.3
OI007958,ORD002664,P0039,1,480.43,0.09,437.19
OI007959,ORD002664,P0052,1,613.17,0.19,496.67
OI007960,ORD002665,P0146,4,1309.86,0.09,4767.89
OI007961,ORD002665,P0029,4,784.48,0.08,2886.89
OI007962,ORD002665,P0021,2,1547.1,0.22,2413.48
OI007963,ORD002666,P0025,2,342.42,0.19,554.72
OI007964,ORD002666,P0053,1,1726.23,0.17,1432.77
OI007965,ORD002666,P0060,3,317.9,0.1,858.33
OI007966,ORD002666,P0122,2,445.62,0.2,712.99
OI007967,ORD002666,P0034,2,1849.86,0.11,3292.75
OI007968,ORD002667,P0023,4,1978.69,0.15,6727.55
OI007969,ORD002667,P0052,4,613.17,0.02,2403.63
OI007970,ORD002668,P0122,4,445.62,0.12,1568.58
OI007971,ORD002669,P0004,1,1766.29,0.0,1766.29
OI007972,ORD002669,P0121,1,1081.2,0.07,1005.52
OI007973,ORD002669,P0041,1,757.74,0.13,659.23
OI007974,ORD002669,P0106,1,1328.66,0.05,1262.23
OI007975,ORD002669,P0065,2,1544.83,0.13,2688.0
OI007976,ORD002670,P0058,4,932.67,0.19,3021.85
OI007977,ORD002670,P0015,1,45.95,0.08,42.27
OI007978,ORD002670,P0143,3,982.37,0.07,2740.81
OI007979,ORD002670,P0040,3,129.25,0.07,360.61
OI007980,ORD002670,P0048,4,988.37,0.18,3241.85
OI007981,ORD002671,P0113,2,1488.51,0.19,2411.39
OI007982,ORD002672,P0088,4,1975.36,0.24,6005.09
OI007983,ORD002673,P0128,3,1474.09,0.12,3891.6
OI007984,ORD002673,P0142,1,1447.88,0.3,1013.52
OI007985,ORD002673,P0008,3,338.03,0.21,801.13
OI007986,ORD002673,P0017,1,553.77,0.25,415.33
OI007987,ORD002674,P0027,2,1878.46,0.23,2892.83
OI007988,ORD002674,P0041,2,757.74,0.09,1379.09
OI007989,ORD002674,P0010,4,693.88,0.09,2525.72
OI007990,ORD002674,P0144,3,1492.95,0.12,3941.39
OI007991,ORD002675,P0123,2,300.28,0.24,456.43
OI007992,ORD002676,P0105,3,938.94,0.19,2281.62
OI007993,ORD002676,P0007,2,219.4,0.12,386.14
OI007994,ORD002676,P0107,1,1888.98,0.13,1643.41
OI007995,ORD002676,P0049,4,259.87,0.09,945.93
OI007996,ORD002677,P0107,2,1888.98,0.2,3022.37
OI007997,ORD002677,P0104,4,1595.67,0.22,4978.49
OI007998,ORD002678,P0070,4,303.26,0.14,1043.21
OI007999,ORD002678,P0091,4,1366.9,0.27,3991.35
OI008000,ORD002678,P0057,3,1079.02,0.17,2686.76
OI008001,ORD002678,P0088,3,1975.36,0.29,4207.52
OI008002,ORD002678,P0124,2,647.08,0.12,1138.86
OI008003,ORD002679,P0075,2,622.88,0.06,1171.01
OI008004,ORD002679,P0080,4,867.59,0.01,3435.66
OI008005,ORD002679,P0139,2,1362.1,0.08,2506.26
OI008006,ORD002679,P0145,3,932.71,0.0,2798.13
OI008007,ORD002680,P0031,2,610.05,0.19,988.28
OI008008,ORD002680,P0123,1,300.28,0.27,219.2
OI008009,ORD002681,P0106,1,1328.66,0.07,1235.65
OI008010,ORD002681,P0054,1,761.66,0.09,693.11
OI008011,ORD002681,P0042,4,1481.12,0.08,5450.52
OI008012,ORD002681,P0075,2,622.88,0.13,1083.81
OI008013,ORD002682,P0082,4,1630.6,0.23,5022.25
OI008014,ORD002682,P0031,1,610.05,0.18,500.24
OI008015,ORD002682,P0004,4,1766.29,0.28,5086.92
OI008016,ORD002683,P0053,1,1726.23,0.05,1639.92
OI008017,ORD002683,P0021,4,1547.1,0.24,4703.18
OI008018,ORD002683,P0061,3,1453.44,0.05,4142.3
OI008019,ORD002683,P0033,1,1203.74,0.02,1179.67
OI008020,ORD002683,P0078,4,1974.18,0.11,7028.08
OI008021,ORD002684,P0134,2,1612.09,0.17,2676.07
OI008022,ORD002684,P0097,1,832.12,0.21,657.37
OI008023,ORD002684,P0055,4,1472.51,0.2,4712.03
OI008024,ORD002685,P0081,3,978.08,0.03,2846.21
OI008025,ORD002685,P0123,4,300.28,0.0,1201.12
OI008026,ORD002685,P0054,1,761.66,0.22,594.09
OI008027,ORD002686,P0050,4,1019.77,0.12,3589.59
OI008028,ORD002686,P0021,2,1547.1,0.09,2815.72
OI008029,ORD002686,P0113,3,1488.51,0.11,3974.32
OI008030,ORD002687,P0076,2,1276.0,0.07,2373.36
OI008031,ORD002688,P0118,3,133.15,0.12,351.52
OI008032,ORD002688,P0086,1,69.04,0.12,60.76
OI008033,ORD002688,P0093,2,667.21,0.08,1227.67
OI008034,ORD002689,P0061,2,1453.44,0.24,2209.23
OI008035,ORD002689,P0135,3,1312.72,0.18,3229.29
OI008036,ORD002690,P0013,4,1101.37,0.23,3392.22
OI008037,ORD002690,P0140,1,1948.58,0.09,1773.21
OI008038,ORD002690,P0030,3,1251.58,0.19,3041.34
OI008039,ORD002690,P0132,2,1395.79,0.13,2428.67
OI008040,ORD002691,P0086,4,69.04,0.04,265.11
OI008041,ORD002691,P0027,2,1878.46,0.26,2780.12
OI008042,ORD002691,P0036,1,676.86,0.26,500.88
OI008043,ORD002692,P0075,1,622.88,0.24,473.39
OI008044,ORD002692,P0076,3,1276.0,0.3,2679.6
OI008045,ORD002692,P0056,3,1526.24,0.1,4120.85
OI008046,ORD002692,P0018,4,78.55,0.18,257.64
OI008047,ORD002692,P0042,1,1481.12,0.28,1066.41
OI008048,ORD002693,P0143,1,982.37,0.11,874.31
OI008049,ORD002693,P0125,2,1993.73,0.28,2870.97
OI008050,ORD002693,P0034,3,1849.86,0.13,4828.13
OI008051,ORD002693,P0064,2,775.8,0.13,1349.89
OI008052,ORD002694,P0026,4,1128.49,0.14,3882.01
OI008053,ORD002694,P0061,4,1453.44,0.3,4069.63
OI008054,ORD002694,P0103,3,1571.88,0.24,3583.89
OI008055,ORD002695,P0099,4,894.17,0.02,3505.15
OI008056,ORD002695,P0123,4,300.28,0.14,1032.96
OI008057,ORD002695,P0056,3,1526.24,0.23,3525.61
OI008058,ORD002696,P0079,3,1549.75,0.08,4277.31
OI008059,ORD002697,P0072,2,1415.08,0.11,2518.84
OI008060,ORD002697,P0077,4,1499.97,0.12,5279.89
OI008061,ORD002697,P0053,3,1726.23,0.29,3676.87
OI008062,ORD002697,P0144,2,1492.95,0.2,2388.72
OI008063,ORD002697,P0136,4,1795.46,0.15,6104.56
OI008064,ORD002698,P0150,4,973.54,0.07,3621.57
OI008065,ORD002698,P0101,1,1715.63,0.3,1200.94
OI008066,ORD002698,P0003,3,793.17,0.04,2284.33
OI008067,ORD002698,P0133,2,203.67,0.1,366.61
OI008068,ORD002698,P0123,1,300.28,0.22,234.22
OI008069,ORD002699,P0075,3,622.88,0.06,1756.52
OI008070,ORD002699,P0067,1,776.81,0.14,668.06
OI008071,ORD002699,P0120,3,1330.85,0.09,3633.22
OI008072,ORD002700,P0017,4,553.77,0.25,1661.31
OI008073,ORD002700,P0016,2,1485.48,0.16,2495.61
OI008074,ORD002700,P0086,3,69.04,0.27,151.2
OI008075,ORD002700,P0065,4,1544.83,0.1,5561.39
OI008076,ORD002701,P0098,4,1271.22,0.16,4271.3
OI008077,ORD002701,P0002,1,775.48,0.07,721.2
OI008078,ORD002701,P0062,4,1941.28,0.16,6522.7
OI008079,ORD002702,P0144,3,1492.95,0.16,3762.23
OI008080,ORD002703,P0092,2,1333.51,0.25,2000.26
OI008081,ORD002703,P0008,2,338.03,0.3,473.24
OI008082,ORD002703,P0028,4,653.5,0.29,1855.94
OI008083,ORD002703,P0049,4,259.87,0.25,779.61
OI008084,ORD002704,P0024,4,1917.9,0.02,7518.17
OI008085,ORD002704,P0123,4,300.28,0.05,1141.06
OI008086,ORD002705,P0018,4,78.55,0.06,295.35
OI008087,ORD002705,P0104,1,1595.67,0.07,1483.97
OI008088,ORD002705,P0060,2,317.9,0.04,610.37
OI008089,ORD002705,P0058,4,932.67,0.04,3581.45
OI008090,ORD002706,P0065,4,1544.83,0.12,5437.8
OI008091,ORD002707,P0008,3,338.03,0.08,932.96
OI008092,ORD002707,P0081,2,978.08,0.25,1467.12
OI008093,ORD002707,P0058,3,932.67,0.09,2546.19
OI008094,ORD002707,P0101,2,1715.63,0.03,3328.32
OI008095,ORD002708,P0009,3,155.66,0.28,336.23
OI008096,ORD002708,P0020,2,1383.79,0.16,2324.77
OI008097,ORD002708,P0046,1,1377.83,0.24,1047.15
OI008098,ORD002708,P0136,2,1795.46,0.25,2693.19
OI008099,ORD002708,P0064,3,775.8,0.07,2164.48
OI008100,ORD002709,P0103,4,1571.88,0.18,5155.77
OI008101,ORD002709,P0135,1,1312.72,0.28,945.16
OI008102,ORD002709,P0110,2,254.97,0.26,377.36
OI008103,ORD002710,P0077,3,1499.97,0.27,3284.93
OI008104,ORD002710,P0004,1,1766.29,0.28,1271.73
OI008105,ORD002711,P0038,4,1976.88,0.29,5614.34
OI008106,ORD002711,P0119,1,646.09,0.2,516.87
OI008107,ORD002711,P0109,2,567.91,0.14,976.81
OI008108,ORD002712,P0062,4,1941.28,0.28,5590.89
OI008109,ORD002712,P0085,3,593.32,0.27,1299.37
OI008110,ORD002713,P0083,4,1520.74,0.03,5900.47
OI008111,ORD002713,P0115,2,184.48,0.27,269.34
OI008112,ORD002713,P0101,3,1715.63,0.02,5043.95
OI008113,ORD002714,P0020,3,1383.79,0.02,4068.34
OI008114,ORD002714,P0137,4,1305.96,0.27,3813.4
OI008115,ORD002715,P0066,3,982.36,0.21,2328.19
OI008116,ORD002715,P0110,3,254.97,0.08,703.72
OI008117,ORD002716,P0139,4,1362.1,0.14,4685.62
OI008118,ORD002716,P0072,2,1415.08,0.13,2462.24
OI008119,ORD002717,P0045,3,492.08,0.29,1048.13
OI008120,ORD002717,P0131,3,1517.85,0.26,3369.63
OI008121,ORD002717,P0030,3,1251.58,0.25,2816.05
OI008122,ORD002717,P0077,3,1499.97,0.19,3644.93
OI008123,ORD002717,P0054,4,761.66,0.04,2924.77
OI008124,ORD002718,P0128,1,1474.09,0.25,1105.57
OI008125,ORD002719,P0117,2,633.61,0.22,988.43
OI008126,ORD002719,P0086,3,69.04,0.23,159.48
OI008127,ORD002719,P0019,4,105.03,0.2,336.1
OI008128,ORD002720,P0005,2,1455.81,0.2,2329.3
OI008129,ORD002720,P0096,1,909.32,0.23,700.18
OI008130,ORD002720,P0138,3,1359.85,0.23,3141.25
OI008131,ORD002721,P0103,1,1571.88,0.2,1257.5
OI008132,ORD002722,P0090,3,951.73,0.07,2655.33
OI008133,ORD002722,P0117,1,633.61,0.07,589.26
OI008134,ORD002722,P0056,3,1526.24,0.16,3846.12
OI008135,ORD002722,P0113,4,1488.51,0.09,5418.18
OI008136,ORD002722,P0040,3,129.25,0.08,356.73
OI008137,ORD002723,P0066,2,982.36,0.23,1512.83
OI008138,ORD002723,P0005,2,1455.81,0.03,2824.27
OI008139,ORD002723,P0016,3,1485.48,0.28,3208.64
OI008140,ORD002724,P0128,1,1474.09,0.25,1105.57
OI008141,ORD002724,P0063,2,1975.17,0.23,3041.76
OI008142,ORD002724,P0004,2,1766.29,0.28,2543.46
OI008143,ORD002724,P0088,2,1975.36,0.26,2923.53
OI008144,ORD002724,P0049,2,259.87,0.01,514.54
OI008145,ORD002725,P0098,3,1271.22,0.18,3127.2
OI008146,ORD002725,P0038,3,1976.88,0.12,5218.96
OI008147,ORD002725,P0130,3,1100.41,0.22,2574.96
OI008148,ORD002726,P0063,3,1975.17,0.06,5569.98
OI008149,ORD002726,P0149,1,1390.51,0.17,1154.12
OI008150,ORD002727,P0131,2,1517.85,0.24,2307.13
OI008151,ORD002727,P0091,1,1366.9,0.2,1093.52
OI008152,ORD002727,P0114,3,879.55,0.14,2269.24
OI008153,ORD002727,P0141,2,1303.69,0.18,2138.05
OI008154,ORD002727,P0113,2,1488.51,0.0,2977.02
OI008155,ORD002728,P0093,1,667.21,0.25,500.41
OI008156,ORD002728,P0134,3,1612.09,0.1,4352.64
OI008157,ORD002728,P0075,4,622.88,0.05,2366.94
OI008158,ORD002728,P0104,3,1595.67,0.2,3829.61
OI008159,ORD002729,P0115,4,184.48,0.11,656.75
OI008160,ORD002729,P0026,4,1128.49,0.25,3385.47
OI008161,ORD002730,P0009,3,155.66,0.27,340.9
OI008162,ORD002730,P0125,2,1993.73,0.01,3947.59
OI008163,ORD002731,P0074,4,611.42,0.25,1834.26
OI008164,ORD002731,P0054,3,761.66,0.14,1965.08
OI008165,ORD002731,P0149,4,1390.51,0.06,5228.32
OI008166,ORD002731,P0006,2,1984.86,0.01,3930.02
OI008167,ORD002732,P0123,2,300.28,0.19,486.45
OI008168,ORD002733,P0018,2,78.55,0.02,153.96
OI008169,ORD002734,P0019,1,105.03,0.29,74.57
OI008170,ORD002734,P0102,4,1218.28,0.12,4288.35
OI008171,ORD002734,P0065,4,1544.83,0.08,5684.97
OI008172,ORD002734,P0033,1,1203.74,0.3,842.62
OI008173,ORD002734,P0111,4,1593.13,0.21,5034.29
OI008174,ORD002735,P0088,1,1975.36,0.16,1659.3
OI008175,ORD002735,P0108,1,68.15,0.29,48.39
OI008176,ORD002735,P0094,2,1672.49,0.0,3344.98
OI008177,ORD002735,P0035,1,1274.35,0.02,1248.86
OI008178,ORD002736,P0046,3,1377.83,0.05,3926.82
OI008179,ORD002736,P0024,1,1917.9,0.02,1879.54
OI008180,ORD002737,P0097,4,832.12,0.01,3295.2
OI008181,ORD002737,P0069,3,1334.69,0.04,3843.91
OI008182,ORD002737,P0054,2,761.66,0.03,1477.62
OI008183,ORD002737,P0010,4,693.88,0.04,2664.5
OI008184,ORD002738,P0065,1,1544.83,0.11,1374.9
OI008185,ORD002738,P0072,4,1415.08,0.02,5547.11
OI008186,ORD002738,P0122,4,445.62,0.29,1265.56
OI008187,ORD002738,P0030,2,1251.58,0.15,2127.69
OI008188,ORD002739,P0019,1,105.03,0.16,88.23
OI008189,ORD002739,P0066,1,982.36,0.02,962.71
OI008190,ORD002740,P0066,1,982.36,0.14,844.83
OI008191,ORD002740,P0121,3,1081.2,0.23,2497.57
OI008192,ORD002740,P0137,3,1305.96,0.14,3369.38
OI008193,ORD002740,P0012,4,1343.89,0.22,4192.94
OI008194,ORD002740,P0027,3,1878.46,0.14,4846.43
OI008195,ORD002741,P0058,4,932.67,0.26,2760.7
OI008196,ORD002741,P0103,3,1571.88,0.19,3819.67
OI008197,ORD002742,P0150,2,973.54,0.22,1518.72
OI008198,ORD002743,P0042,1,1481.12,0.09,1347.82
OI008199,ORD002743,P0056,2,1526.24,0.06,2869.33
OI008200,ORD002743,P0012,2,1343.89,0.01,2660.9
OI008201,ORD002744,P0009,4,155.66,0.29,442.07
OI008202,ORD002744,P0001,4,505.78,0.1,1820.81
OI008203,ORD002744,P0007,3,219.4,0.13,572.63
OI008204,ORD002744,P0040,2,129.25,0.24,196.46
OI008205,ORD002745,P0109,2,567.91,0.16,954.09
OI008206,ORD002746,P0052,2,613.17,0.25,919.75
OI008207,ORD002746,P0014,3,946.87,0.15,2414.52
OI008208,ORD002747,P0058,1,932.67,0.23,718.16
OI008209,ORD002747,P0064,3,775.8,0.17,1931.74
OI008210,ORD002747,P0008,1,338.03,0.16,283.95
OI008211,ORD002747,P0140,4,1948.58,0.26,5767.8
OI008212,ORD002748,P0006,3,1984.86,0.2,4763.66
OI008213,ORD002748,P0078,4,1974.18,0.28,5685.64
OI008214,ORD002748,P0060,2,317.9,0.03,616.73
OI008215,ORD002748,P0016,2,1485.48,0.13,2584.74
OI008216,ORD002748,P0102,4,1218.28,0.15,4142.15
OI008217,ORD002749,P0107,2,1888.98,0.03,3664.62
OI008218,ORD002749,P0110,2,254.97,0.28,367.16
OI008219,ORD002749,P0060,4,317.9,0.06,1195.3
OI008220,ORD002749,P0095,4,1739.32,0.03,6748.56
OI008221,ORD002750,P0137,3,1305.96,0.13,3408.56
OI008222,ORD002750,P0106,3,1328.66,0.03,3866.4
OI008223,ORD002750,P0135,4,1312.72,0.27,3833.14
OI008224,ORD002750,P0111,3,1593.13,0.26,3536.75
OI008225,ORD002751,P0120,2,1330.85,0.1,2395.53
OI008226,ORD002751,P0075,3,622.88,0.14,1607.03
OI008227,ORD002752,P0057,4,1079.02,0.19,3496.02
OI008228,ORD002752,P0147,4,252.88,0.01,1001.4
OI008229,ORD002752,P0096,2,909.32,0.29,1291.23
OI008230,ORD002752,P0023,2,1978.69,0.2,3165.9
OI008231,ORD002753,P0091,1,1366.9,0.2,1093.52
OI008232,ORD002754,P0098,3,1271.22,0.15,3241.61
OI008233,ORD002754,P0057,4,1079.02,0.05,4100.28
OI008234,ORD002754,P0037,4,1026.94,0.02,4025.6
OI008235,ORD002754,P0058,1,932.67,0.11,830.08
OI008236,ORD002754,P0015,3,45.95,0.21,108.9
OI008237,ORD002755,P0024,1,1917.9,0.13,1668.57
OI008238,ORD002755,P0101,1,1715.63,0.1,1544.07
OI008239,ORD002755,P0033,4,1203.74,0.12,4237.16
OI008240,ORD002756,P0090,1,951.73,0.19,770.9
OI008241,ORD002757,P0146,2,1309.86,0.1,2357.75
OI008242,ORD002757,P0053,1,1726.23,0.21,1363.72
OI008243,ORD002757,P0105,4,938.94,0.13,3267.51
OI008244,ORD002758,P0067,4,776.81,0.12,2734.37
OI008245,ORD002758,P0025,1,342.42,0.24,260.24
OI008246,ORD002758,P0109,4,567.91,0.22,1771.88
OI008247,ORD002759,P0128,2,1474.09,0.04,2830.25
OI008248,ORD002759,P0078,2,1974.18,0.22,3079.72
OI008249,ORD002759,P0034,4,1849.86,0.01,7325.45
OI008250,ORD002760,P0108,2,68.15,0.17,113.13
OI008251,ORD002761,P0068,4,78.67,0.04,302.09
OI008252,ORD002761,P0135,4,1312.72,0.27,3833.14
OI008253,ORD002761,P0040,2,129.25,0.03,250.75
OI008254,ORD002762,P0144,4,1492.95,0.29,4239.98
OI008255,ORD002762,P0120,2,1330.85,0.08,2448.76
OI008256,ORD002763,P0067,3,776.81,0.21,1841.04
OI008257,ORD002763,P0120,2,1330.85,0.09,2422.15
OI008258,ORD002763,P0109,4,567.91,0.15,1930.89
OI008259,ORD002764,P0123,3,300.28,0.02,882.82
OI008260,ORD002765,P0077,3,1499.97,0.0,4499.91
